Cluster ClusterRank deltaG deltaGelec deltaGvdw deltaGligsolvnonpol deltaGligsolvpol deltaGprotsolvnonpol deltaGprotsolvpol deltaGcompsolvnonpol deltaGcompsolvpol extraFull surfFull solvFull IntraFull InterFull FullFitness SimpleFitness Energy
7 5 -6.500896 0.0 -31.2476 7.24602 -14.2625 331.081 -2696.5 331.056 -2692.25 0.0 331.056 -2692.25 41.1391 -31.2476 -2351.3025 25.7856 25.7856
7 6 -6.500896 0.0 -31.2476 7.24602 -14.2625 331.081 -2696.5 331.056 -2692.25 0.0 331.056 -2692.25 41.1391 -31.2476 -2351.3025 25.7856 25.7856
7 7 -6.5221043 0.0 -31.8251 7.26814 -14.2905 331.081 -2696.5 331.051 -2691.69 0.0 331.051 -2691.69 41.5445 -31.8251 -2350.9194 25.7503 25.7503
8 0 -6.403488 0.0 -30.8488 7.14391 -13.9492 331.081 -2696.5 331.464 -2691.75 0.0 331.464 -2691.75 40.0748 -30.8488 -2351.06 23.1227 23.1227
8 1 -6.405912 0.0 -30.9671 7.15062 -13.966 331.081 -2696.5 331.462 -2691.61 0.0 331.462 -2691.61 40.0762 -30.9671 -2351.039 23.0526 23.0526
8 2 -6.408576 0.0 -31.0043 7.15135 -13.9657 331.081 -2696.5 331.459 -2691.59 0.0 331.459 -2691.59 40.1019 -31.0043 -2351.0334 23.072 23.072
8 3 -6.4072437 0.0 -30.9718 7.14871 -13.9663 331.081 -2696.5 331.457 -2691.62 0.0 331.457 -2691.62 40.1167 -30.9718 -2351.018 23.1026 23.1026
8 4 -6.4042826 0.0 -31.0055 7.15338 -13.9739 331.081 -2696.5 331.457 -2691.52 0.0 331.457 -2691.52 40.0915 -31.0055 -2350.977 23.0422 23.0422
8 5 -6.583213 0.0 -36.2555 7.10899 -13.9908 331.081 -2696.5 331.228 -2686.06 0.0 331.228 -2686.06 40.5184 -36.2555 -2350.569 22.581 22.581
8 6 -6.583213 0.0 -36.2555 7.10899 -13.9908 331.081 -2696.5 331.228 -2686.06 0.0 331.228 -2686.06 40.5184 -36.2555 -2350.569 22.581 22.581
8 7 -6.565608 0.0 -35.7883 7.10733 -13.9882 331.081 -2696.5 331.238 -2686.51 0.0 331.238 -2686.51 40.5333 -35.7883 -2350.5269 22.7155 22.7155
9 0 -6.6804767 0.0 -33.9212 7.22173 -16.2446 331.081 -2696.5 332.058 -2694.62 0.0 332.058 -2694.62 45.6413 -33.9212 -2350.8418 27.7531 27.7531
9 1 -6.7247844 0.0 -34.5242 7.24811 -16.2548 331.081 -2696.5 332.057 -2694.38 0.0 332.057 -2694.38 46.1617 -34.5242 -2350.6855 27.8623 27.8623
9 2 -6.7247844 0.0 -34.5242 7.24811 -16.2548 331.081 -2696.5 332.057 -2694.38 0.0 332.057 -2694.38 46.1617 -34.5242 -2350.6855 27.8623 27.8623
9 3 -6.658318 0.0 -33.5328 7.21939 -16.2408 331.081 -2696.5 332.208 -2695.09 0.0 332.208 -2695.09 46.0943 -33.5328 -2350.3206 28.8915 28.8915
9 4 -6.658318 0.0 -33.5328 7.21939 -16.2408 331.081 -2696.5 332.208 -2695.09 0.0 332.208 -2695.09 46.0943 -33.5328 -2350.3206 28.8915 28.8915
9 5 -6.658318 0.0 -33.5328 7.21939 -16.2408 331.081 -2696.5 332.208 -2695.09 0.0 332.208 -2695.09 46.0943 -33.5328 -2350.3206 28.8915 28.8915
9 6 -6.658318 0.0 -33.5328 7.21939 -16.2408 331.081 -2696.5 332.208 -2695.09 0.0 332.208 -2695.09 46.0943 -33.5328 -2350.3206 28.8915 28.8915
9 7 -6.658318 0.0 -33.5328 7.21939 -16.2408 331.081 -2696.5 332.208 -2695.09 0.0 332.208 -2695.09 46.0943 -33.5328 -2350.3206 28.8915 28.8915
10 0 -6.219012 0.0 -25.6471 7.17216 -14.0628 331.081 -2696.5 331.971 -2697.63 0.0 331.971 -2697.63 40.6228 -25.6471 -2350.6833 28.5657 28.5657
10 1 -6.219012 0.0 -25.6471 7.17216 -14.0628 331.081 -2696.5 331.971 -2697.63 0.0 331.971 -2697.63 40.6228 -25.6471 -2350.6833 28.5657 28.5657
10 2 -6.219012 0.0 -25.6471 7.17216 -14.0628 331.081 -2696.5 331.971 -2697.63 0.0 331.971 -2697.63 40.6228 -25.6471 -2350.6833 28.5657 28.5657
10 3 -6.2174087 0.0 -25.6131 7.16094 -14.0366 331.081 -2696.5 331.921 -2697.57 0.0 331.921 -2697.57 40.6345 -25.6131 -2350.6277 28.5455 28.5455
10 4 -6.1877937 0.0 -25.168 7.15338 -14.0109 331.081 -2696.5 331.895 -2697.72 0.0 331.895 -2697.72 40.7565 -25.168 -2350.2363 28.7067 28.7067
10 5 -6.1877937 0.0 -25.168 7.15338 -14.0109 331.081 -2696.5 331.895 -2697.72 0.0 331.895 -2697.72 40.7565 -25.168 -2350.2363 28.7067 28.7067
10 6 -6.1877937 0.0 -25.168 7.15338 -14.0109 331.081 -2696.5 331.895 -2697.72 0.0 331.895 -2697.72 40.7565 -25.168 -2350.2363 28.7067 28.7067
10 7 -6.1877937 0.0 -25.168 7.15338 -14.0109 331.081 -2696.5 331.895 -2697.72 0.0 331.895 -2697.72 40.7565 -25.168 -2350.2363 28.7067 28.7067
11 0 -6.1611185 0.0 -25.5294 7.12382 -13.9063 331.081 -2696.5 332.887 -2698.2 0.0 332.887 -2698.2 40.2385 -25.5294 -2350.604 30.4353 30.4353
11 1 -6.1611185 0.0 -25.5294 7.12382 -13.9063 331.081 -2696.5 332.887 -2698.2 0.0 332.887 -2698.2 40.2385 -25.5294 -2350.604 30.4353 30.4353
11 2 -6.1611185 0.0 -25.5294 7.12382 -13.9063 331.081 -2696.5 332.887 -2698.2 0.0 332.887 -2698.2 40.2385 -25.5294 -2350.604 30.4353 30.4353
11 3 -6.113514 0.0 -25.3108 7.14455 -13.9349 331.081 -2696.5 332.818 -2697.65 0.0 332.818 -2697.65 40.5045 -25.3108 -2349.6382 30.9079 30.9079
11 4 -6.113514 0.0 -25.3108 7.14455 -13.9349 331.081 -2696.5 332.818 -2697.65 0.0 332.818 -2697.65 40.5045 -25.3108 -2349.6382 30.9079 30.9079
11 5 -6.0796494 0.0 -25.0035 7.16688 -13.9587 331.081 -2696.5 332.811 -2697.55 0.0 332.811 -2697.55 40.9281 -25.0035 -2348.8145 31.1411 31.1411
11 6 -6.0796494 0.0 -25.0035 7.16688 -13.9587 331.081 -2696.5 332.811 -2697.55 0.0 332.811 -2697.55 40.9281 -25.0035 -2348.8145 31.1411 31.1411
11 7 -6.0796494 0.0 -25.0035 7.16688 -13.9587 331.081 -2696.5 332.811 -2697.55 0.0 332.811 -2697.55 40.9281 -25.0035 -2348.8145 31.1411 31.1411
12 0 -6.261423 0.0 -26.9057 7.14595 -13.9874 331.081 -2696.5 330.876 -2694.65 0.0 330.876 -2694.65 40.0874 -26.9057 -2350.5923 26.0317 26.0317
12 1 -6.261423 0.0 -26.9057 7.14595 -13.9874 331.081 -2696.5 330.876 -2694.65 0.0 330.876 -2694.65 40.0874 -26.9057 -2350.5923 26.0317 26.0317
12 2 -6.261423 0.0 -26.9057 7.14595 -13.9874 331.081 -2696.5 330.876 -2694.65 0.0 330.876 -2694.65 40.0874 -26.9057 -2350.5923 26.0317 26.0317
12 3 -6.2592125 0.0 -26.9285 7.14518 -13.9771 331.081 -2696.5 330.857 -2694.54 0.0 330.857 -2694.54 40.157 -26.9285 -2350.4546 26.1102 26.1102
12 4 -6.2592125 0.0 -26.9285 7.14518 -13.9771 331.081 -2696.5 330.857 -2694.54 0.0 330.857 -2694.54 40.157 -26.9285 -2350.4546 26.1102 26.1102
12 5 -6.1802983 0.0 -25.6095 7.16475 -13.9783 331.081 -2696.5 330.792 -2695.16 0.0 330.792 -2695.16 40.0648 -25.6095 -2349.9126 26.646 26.646
12 6 -6.1802983 0.0 -25.6095 7.16475 -13.9783 331.081 -2696.5 330.792 -2695.16 0.0 330.792 -2695.16 40.0648 -25.6095 -2349.9126 26.646 26.646
12 7 -6.1802983 0.0 -25.6095 7.16475 -13.9783 331.081 -2696.5 330.792 -2695.16 0.0 330.792 -2695.16 40.0648 -25.6095 -2349.9126 26.646 26.646
13 0 -6.4287367 0.0 -29.862 7.07653 -14.0499 331.081 -2696.5 330.867 -2692.97 0.0 330.867 -2692.97 41.4513 -29.862 -2350.5137 26.0245 26.0245
13 1 -6.4287367 0.0 -29.862 7.07653 -14.0499 331.081 -2696.5 330.867 -2692.97 0.0 330.867 -2692.97 41.4513 -29.862 -2350.5137 26.0245 26.0245
13 2 -6.415235 0.0 -29.6218 7.08157 -14.0584 331.081 -2696.5 330.879 -2693.14 0.0 330.879 -2693.14 41.394 -29.6218 -2350.4888 26.0121 26.0121
