ligand,score,COM_x,COM_y,COM_z,exhaustiveness
Baicalin,-7.2,35.42432283996016,-5.016870432772718,-8.149771634156934,2048
Baicalin,-7.1,42.13305760889184,1.1741662078409392,9.535084803705717,2048
Baicalin,-7.1,38.76243088431159,-3.3652265005581676,7.394691914125142,2048
Baicalin,-7.0,46.43598325453044,11.955121792957845,-8.365382323762448,2048
Baicalin,-6.9,40.91353788426742,0.6467604869369495,8.442569863441951,2048
Baicalin,-6.9,42.15981205480376,1.037361118529849,8.907072564422933,2048
Baicalin,-6.8,40.59260054542348,-0.1361124211689042,8.297280871625652,2048
Baicalin,-6.8,42.48010776032852,1.5209783094368605,8.577870107852716,2048
Baicalin,-6.7,42.31982198657885,2.2818006761099334,8.90345532764486,2048
Baicalin,-6.6,38.326628306348866,-3.7478465245557318,7.715059865186063,2048
Baicalin,-6.6,42.218643081435374,2.184217071844902,9.455328855332398,2048
Baicalin,-6.6,46.68259511679551,11.163321781287435,-7.95830805681398,2048
Baicalin,-6.6,37.649424872209266,-3.7493061932791822,6.930319766046546,2048
Baicalin,-6.5,40.584298942796444,0.4384808350393362,8.707992172536715,2048
Baicalin,-6.5,38.24618070843798,-8.113131882656491,6.7375796449847165,2048
Baicalin,-6.5,42.5797057428217,0.786271435175098,9.25133482861011,2048
Baicalin,-6.5,38.90152970038232,-2.3794605587877915,8.046496730604755,2048
Baicalin,-6.4,41.42313945538803,-0.576501374819193,9.353108338184107,2048
Baicalin,-6.4,43.03923727592784,1.8445845371147298,9.428287404106577,2048
Baicalin,-6.4,41.33029327136504,-0.786739889449827,8.633336351566113,2048
Baicalin,-7.2,35.41973622906828,-5.01679664977313,-8.152793252229063,8192
Baicalin,-7.1,42.12971716549831,1.1778876221230592,9.527482444487156,8192
Baicalin,-7.1,38.76415620573945,-3.3600132919683245,7.391804815144009,8192
Baicalin,-7.0,46.43360333757088,11.962369376610008,-8.363179219654995,8192
Baicalin,-6.9,42.13409364696429,1.0474376788470448,8.901442821978337,8192
Baicalin,-6.8,40.57657901246151,-0.21323556156607673,8.268229251301879,8192
Baicalin,-6.8,40.90899935214038,0.7091522807703041,8.472933390110283,8192
Baicalin,-6.7,42.32003776979701,2.27646292064072,8.903011392188022,8192
