Cluster ClusterRank deltaG deltaGelec deltaGvdw deltaGligsolvnonpol deltaGligsolvpol deltaGprotsolvnonpol deltaGprotsolvpol deltaGcompsolvnonpol deltaGcompsolvpol extraFull surfFull solvFull IntraFull InterFull FullFitness SimpleFitness Energy
10 1 -6.299635 0.0 -24.1214 6.28003 -10.8273 331.081 -2696.5 331.357 -2698.5 0.0 331.357 -2698.5 15.3379 -24.1214 -2375.9265 21.8503 21.8503
10 2 -6.299635 0.0 -24.1214 6.28003 -10.8273 331.081 -2696.5 331.357 -2698.5 0.0 331.357 -2698.5 15.3379 -24.1214 -2375.9265 21.8503 21.8503
10 3 -6.299635 0.0 -24.1214 6.28003 -10.8273 331.081 -2696.5 331.357 -2698.5 0.0 331.357 -2698.5 15.3379 -24.1214 -2375.9265 21.8503 21.8503
10 4 -6.286749 0.0 -23.9603 6.28022 -10.8223 331.081 -2696.5 331.342 -2698.51 0.0 331.342 -2698.51 15.2858 -23.9603 -2375.8425 21.8319 21.8319
10 5 -6.286749 0.0 -23.9603 6.28022 -10.8223 331.081 -2696.5 331.342 -2698.51 0.0 331.342 -2698.51 15.2858 -23.9603 -2375.8425 21.8319 21.8319
10 6 -6.206434 0.0 -23.0208 6.30659 -10.8008 331.081 -2696.5 331.46 -2698.77 0.0 331.46 -2698.77 15.2884 -23.0208 -2375.0425 22.4038 22.4038
10 7 -6.206434 0.0 -23.0208 6.30659 -10.8008 331.081 -2696.5 331.46 -2698.77 0.0 331.46 -2698.77 15.2884 -23.0208 -2375.0425 22.4038 22.4038
11 0 -6.877745 0.0 -35.5512 6.2645 -11.1805 331.081 -2696.5 329.917 -2688.43 0.0 329.917 -2688.43 18.5601 -35.5512 -2375.5042 8.97928 8.97928
11 1 -6.877745 0.0 -35.5512 6.2645 -11.1805 331.081 -2696.5 329.917 -2688.43 0.0 329.917 -2688.43 18.5601 -35.5512 -2375.5042 8.97928 8.97928
11 2 -6.8777657 0.0 -35.5513 6.26449 -11.1803 331.081 -2696.5 329.917 -2688.43 0.0 329.917 -2688.43 18.5603 -35.5513 -2375.504 8.97928 8.97928
11 3 -6.877797 0.0 -35.5516 6.26452 -11.1803 331.081 -2696.5 329.917 -2688.43 0.0 329.917 -2688.43 18.5607 -35.5516 -2375.504 8.97928 8.97928
11 4 -6.8316064 0.0 -35.5913 6.25991 -10.9993 331.081 -2696.5 329.917 -2687.44 0.0 329.917 -2687.44 18.4151 -35.5913 -2374.6992 9.30259 9.30259
11 5 -6.8316064 0.0 -35.5913 6.25991 -10.9993 331.081 -2696.5 329.917 -2687.44 0.0 329.917 -2687.44 18.4151 -35.5913 -2374.6992 9.30259 9.30259
11 6 -6.831659 0.0 -35.593 6.25984 -10.9994 331.081 -2696.5 329.918 -2687.44 0.0 329.918 -2687.44 18.4183 -35.593 -2374.6968 9.30251 9.30251
11 7 -6.8318634 0.0 -35.6019 6.25971 -10.9996 331.081 -2696.5 329.918 -2687.43 0.0 329.918 -2687.43 18.4243 -35.6019 -2374.6895 9.30255 9.30255
12 0 -6.579617 0.0 -32.3835 6.24086 -10.8069 331.081 -2696.5 330.604 -2689.18 0.0 330.604 -2689.18 15.4553 -32.3835 -2375.5042 18.0442 18.0442
12 1 -6.579617 0.0 -32.3835 6.24086 -10.8069 331.081 -2696.5 330.604 -2689.18 0.0 330.604 -2689.18 15.4553 -32.3835 -2375.5042 18.0442 18.0442
12 2 -6.579617 0.0 -32.3835 6.24086 -10.8069 331.081 -2696.5 330.604 -2689.18 0.0 330.604 -2689.18 15.4553 -32.3835 -2375.5042 18.0442 18.0442
12 3 -6.577088 0.0 -32.4232 6.24409 -10.8095 331.081 -2696.5 330.575 -2689.03 0.0 330.575 -2689.03 15.5157 -32.4232 -2375.3625 18.0156 18.0156
12 4 -6.577088 0.0 -32.4232 6.24409 -10.8095 331.081 -2696.5 330.575 -2689.03 0.0 330.575 -2689.03 15.5157 -32.4232 -2375.3625 18.0156 18.0156
12 5 -6.577088 0.0 -32.4232 6.24409 -10.8095 331.081 -2696.5 330.575 -2689.03 0.0 330.575 -2689.03 15.5157 -32.4232 -2375.3625 18.0156 18.0156
12 6 -6.5646906 0.0 -32.2986 6.24387 -10.8084 331.081 -2696.5 330.569 -2689.01 0.0 330.569 -2689.01 15.5058 -32.2986 -2375.2336 18.0161 18.0161
12 7 -6.5646906 0.0 -32.2986 6.24387 -10.8084 331.081 -2696.5 330.569 -2689.01 0.0 330.569 -2689.01 15.5058 -32.2986 -2375.2336 18.0161 18.0161
13 0 -6.582684 0.0 -33.0762 6.36557 -10.9243 331.081 -2696.5 331.009 -2688.71 0.0 331.009 -2688.71 15.7678 -33.0762 -2375.0093 19.8792 19.8792
