ligand,score,COM_x,COM_y,COM_z,exhaustiveness
Quercetin,-7.5,40.24406781081771,14.688525583703784,-0.362281022582318,2048
Quercetin,-7.2,40.12995535623857,14.704328566818777,-0.45178346796539776,2048
Quercetin,-7.0,39.7483533587467,17.073237122378853,-0.9149397513465173,2048
Quercetin,-6.8,42.63846368770162,2.602035880692898,8.295637031663297,2048
Quercetin,-6.7,39.80071287746975,16.204991222328147,-0.935979945940799,2048
Quercetin,-6.6,42.69864997020452,2.746275735709526,8.372986218907803,2048
Quercetin,-6.5,40.26893067817616,-0.5051905626214911,8.560802970867051,2048
Quercetin,-6.5,43.283366338473336,21.42467306350392,11.541034626153339,2048
Quercetin,-6.4,48.044252459027454,-11.953651907869887,-4.580018205023207,2048
Quercetin,-6.4,43.58156928423883,21.44944971185363,11.417412856035835,2048
Quercetin,-6.4,44.44120140535082,0.23376646095277573,9.33746248821052,2048
Quercetin,-6.3,42.97849754115766,2.1814605024282234,8.22626344704968,2048
Quercetin,-6.3,43.85002504260706,1.1992405101471206,8.407144800864897,2048
Quercetin,-6.3,38.19699037607587,22.153567452296116,11.735084450795735,2048
Quercetin,-6.3,47.17580532274181,10.752443679875048,-7.694208391323208,2048
Quercetin,-6.3,38.504503737137576,-10.664586700682761,4.514639485693965,2048
Quercetin,-6.3,38.68519308684232,-7.006403762676543,-6.367855589723439,2048
Quercetin,-6.3,43.8976613974704,0.763802482025972,8.51800579119205,2048
Quercetin,-6.2,40.02579310649288,-1.0965066384201227,8.126480402378661,2048
Quercetin,-7.5,40.24163953165742,14.67415454612445,-0.36192757695596184,8192
Quercetin,-7.2,40.14181584789937,14.716113997349202,-0.4540127993049628,8192
Quercetin,-7.0,39.74394112648124,17.07056852217434,-0.9071647154186497,8192
Quercetin,-6.8,42.96209377047284,2.4267737011036954,8.112071166754772,8192
Quercetin,-6.7,39.79786342746644,16.213451419567175,-0.9424620087909297,8192
Quercetin,-6.6,42.698272847011395,2.7425235264527035,8.37672702088578,8192
Quercetin,-6.5,40.265586707479706,-0.5084474951100756,8.561967854392119,8192
Quercetin,-6.5,43.2785073094326,21.427564900483773,11.542110062124681,8192
Quercetin,-6.4,48.039947451939454,-11.938410135242222,-4.583217241338702,8192
Quercetin,-6.4,43.59328665946373,21.442415473462177,11.431992563545473,8192
Quercetin,-6.3,43.84638304433455,1.2095072395788997,8.404831317525636,8192
Quercetin,-6.3,38.19866223786789,22.15905441452634,11.735735561270522,8192
Quercetin,-6.3,47.17272949793183,10.758606052100209,-7.694327789343417,8192
Quercetin,-6.3,38.51081476106244,-10.66433236065355,4.507812999309878,8192
Quercetin,-6.3,38.69123281473604,-7.001428871705129,-6.368415137787708,8192
Quercetin,-6.3,44.33162915919539,0.21322795842562764,9.294246678737403,8192
Quercetin,-6.3,43.89303227326918,0.7673397632579808,8.521246237138401,8192
Quercetin,-6.2,43.41943869987387,1.4767424537009157,8.158083052578347,8192
Quercetin,-6.2,42.27163714108726,3.0487559364008616,9.275134513129027,8192
Quercetin,-6.2,40.01968183094673,-1.088210479867103,8.13058274089505,8192
Quercetin,-7.5,40.24211447939336,14.683910159973657,-0.37051189137552853,8192
Quercetin,-7.2,40.135329911737415,14.712882177321315,-0.45410816625038264,8192
Quercetin,-7.0,39.743951580641124,17.070741760009593,-0.911989407007642,8192
Quercetin,-6.8,42.970896382784666,2.4238959473769057,8.121166051925236,8192
Quercetin,-6.7,39.80630080092816,16.203514891314633,-0.9432683246930366,8192
Quercetin,-6.6,42.69291400172347,2.747316210391441,8.370599330669966,8192
Quercetin,-6.5,40.27304575193134,-0.5053096495304228,8.559256568213154,8192
Quercetin,-6.5,43.27686441470469,21.420819932521905,11.538008957285967,8192
Quercetin,-6.4,43.53724381722702,21.450009964376655,11.428756714818368,8192
Quercetin,-6.4,48.05927135727091,-11.915554089114575,-4.590474295566482,8192
Quercetin,-6.4,44.47177129323838,0.23636502161728748,9.346305527020013,8192
Quercetin,-6.3,43.85408828312406,1.2008968400637032,8.40773911788547,8192
Quercetin,-6.3,38.19574580553292,22.143953399191847,11.738689296809788,8192
Quercetin,-6.3,47.17440459997842,10.748486568411678,-7.6897314456916375,8192
Quercetin,-6.3,38.51167612596139,-10.674512744222863,4.506446345552905,8192
Quercetin,-6.3,38.68063488807096,-7.007780734923841,-6.370632837953291,8192
Quercetin,-6.3,43.89823791075624,0.7573566670379188,8.519525335581935,8192
Quercetin,-6.2,43.42792247716719,1.4714019295224956,8.15136001987936,8192
Quercetin,-6.2,40.01520649888105,-1.0919577136315934,8.130646252751163,8192
Quercetin,-7.5,40.24554581307013,14.695824152948587,-0.36174973557560475,8192
Quercetin,-7.2,40.13431093361313,14.703696611255937,-0.4449570809108031,8192
Quercetin,-7.0,39.74642803521085,17.06629006096046,-0.9268057063985764,8192
Quercetin,-6.8,42.989930281060076,2.4297450317588565,8.084716837055558,8192
Quercetin,-6.7,39.796535426206646,16.20304563853689,-0.942785081665869,8192
Quercetin,-6.6,42.69950908747087,2.7501767444489733,8.367061933553554,8192
Quercetin,-6.5,40.265586707479706,-0.5084474951100756,8.561967854392119,8192
Quercetin,-6.5,43.277591404768714,21.43527664111535,11.53338536047488,8192
Quercetin,-6.4,43.59293999596896,21.44562554060043,11.419514812847025,8192
Quercetin,-6.4,48.04513144165388,-11.941372237474209,-4.585334632782031,8192
Quercetin,-6.4,44.465814465496656,0.235415389341663,9.33369215569562,8192
Quercetin,-6.4,43.84533097798164,1.2094249938171437,8.40683972533646,8192
Quercetin,-6.3,38.19581362954071,22.152502615373802,11.734090829081609,8192
Quercetin,-6.3,47.179367630833475,10.75633014041059,-7.699459511152196,8192
Quercetin,-6.3,38.50461536619171,-10.67196580784118,4.504017259508732,8192
Quercetin,-6.3,38.6917715901501,-7.006034266723244,-6.3722337650958485,8192
Quercetin,-6.2,43.89776879364804,0.7629227217223038,8.524565100084901,8192
Quercetin,-6.2,43.413795319333225,1.4613689832219976,8.159731036664095,8192
Quercetin,-6.2,42.282393078766766,3.041551852653179,9.280517700603014,8192
Quercetin,-6.2,40.0194551940206,-1.0931518782258112,8.126966981826946,8192
Quercetin,-7.5,40.24748022141863,14.686489170898213,-0.3647975951630039,8192
Quercetin,-7.2,40.13375549513836,14.698617689196276,-0.44999377716882044,8192
Quercetin,-7.0,39.74686349954088,17.061301487687963,-0.9201268698726454,8192
Quercetin,-6.8,42.64818019810044,2.6020388464454216,8.29536842082595,8192
Quercetin,-6.7,39.80918347220508,16.201880505005683,-0.9454463504655404,8192
Quercetin,-6.6,42.69895435029194,2.7490121856963525,8.383942951021346,8192
Quercetin,-6.5,40.274138883357516,-0.5067385953961859,8.554899310380105,8192
Quercetin,-6.5,43.28431671625854,21.42122477382521,11.532831737858977,8192
Quercetin,-6.4,48.07076129319462,-11.912643980286198,-4.590974922937206,8192
Quercetin,-6.4,43.542583320047925,21.440739462577653,11.427185837202599,8192
Quercetin,-6.4,44.44668209091273,0.23015309252212465,9.34534266083925,8192
Quercetin,-6.3,43.850269079422226,1.203146904550482,8.40790402563724,8192
Quercetin,-6.3,38.20303688637038,22.14907072057962,11.742467094043702,8192
Quercetin,-6.3,47.174465345750434,10.750288411996667,-7.693035042045115,8192
Quercetin,-6.3,38.50433728775977,-10.67571647547198,4.516792472493437,8192
Quercetin,-6.3,38.68809666038232,-7.003053682139571,-6.371949474600154,8192
Quercetin,-6.3,43.890211355662515,0.7575490445088323,8.514378245226078,8192
Quercetin,-6.2,43.42260607074132,1.4672270507317313,8.154943988126227,8192
Quercetin,-6.2,40.0249676267284,-1.0865342555856858,8.129733701063317,8192
Quercetin,-7.5,40.25515946811616,14.693603607423743,-0.3588484431145181,8192
Quercetin,-7.2,40.14587754073368,14.717222283925553,-0.44831747172793956,8192
Quercetin,-7.0,39.74065621214789,17.07406439088175,-0.9145172633109769,8192
Quercetin,-6.8,42.64249103702751,2.5990718266633075,8.293526999014446,8192
Quercetin,-6.7,39.809308536447915,16.19711196964125,-0.9470973131574228,8192
Quercetin,-6.6,42.70180423940427,2.743422610784182,8.375848404149904,8192
Quercetin,-6.5,40.28457954606557,-0.5181077399276632,8.54584084541781,8192
Quercetin,-6.5,43.27813640146613,21.431856187046325,11.543110746798295,8192
Quercetin,-6.4,48.066226536991,-11.909156031490683,-4.587065704507548,8192
Quercetin,-6.4,43.58390187504608,21.451444286686733,11.42218567777742,8192
Quercetin,-6.4,44.44002581449681,0.23101436313879853,9.34484018335579,8192
Quercetin,-6.3,43.84593136533975,1.2040411856684237,8.397609333876641,8192
Quercetin,-6.3,38.195386338291634,22.154581421212576,11.734463861124455,8192
Quercetin,-6.3,47.16923722224672,10.742643278317406,-7.696474685751034,8192
Quercetin,-6.3,38.51252703670045,-10.670595762883817,4.504729972707945,8192
Quercetin,-6.3,38.688532993778125,-7.0041385857055065,-6.365529787373649,8192
Quercetin,-6.3,43.89778152599308,0.7679112644422291,8.527962854202006,8192
Quercetin,-6.2,43.42786134545028,1.4692778928957548,8.148856664110527,8192
Quercetin,-6.2,40.01155060995781,-1.0976890403431852,8.141485760720235,8192
