,ligand,site,score,COM_x,COM_y,COM_z,exhaustiveness,i,model
229,Apigenin,0,-5.3,46.92097347630525,11.556621104600215,-7.955691520319519,1024,3,10
230,Apigenin,0,-5.3,48.236980163236424,10.984917295307207,-6.531568411570196,1024,3,11
231,Apigenin,0,-5.3,47.150316472718856,11.073505450472462,-7.77840086804792,1024,3,12
232,Apigenin,0,-5.2,40.81252112413826,13.960096563624266,-13.263967074123164,1024,3,13
233,Apigenin,0,-5.2,51.6143943710255,11.259740683660883,-1.9725889948978463,1024,3,14
234,Apigenin,0,-5.2,50.45215088505157,10.549551741776384,-3.6642748611952447,1024,3,15
235,Apigenin,0,-7.9,40.090628906361935,15.450149371481062,-0.7430029109463211,1024,4,1
236,Apigenin,0,-7.0,40.03690516257718,16.238841707139134,-1.0209419733381488,1024,4,2
237,Apigenin,0,-6.8,40.25230397195037,15.48567582165175,-1.2753287637441624,1024,4,3
238,Apigenin,0,-6.7,40.132672446230735,14.68365156728679,-0.5100127759423987,1024,4,4
239,Apigenin,0,-5.6,46.49715487283146,10.878378223157766,-7.819212989774037,1024,4,5
240,Apigenin,0,-5.6,46.69985929699109,10.731491776662141,-7.9608305721329975,1024,4,6
241,Apigenin,0,-5.5,46.83892500177257,10.723127301560744,-7.885001637516552,1024,4,7
242,Apigenin,0,-5.5,47.93217789700717,10.105110299749581,-7.467427322132293,1024,4,8
243,Apigenin,0,-5.5,47.940750010392186,10.10306269815885,-7.473798852659308,1024,4,9
244,Apigenin,0,-5.4,47.6805725225362,11.990310544130766,-7.641771326377009,1024,4,10
245,Apigenin,0,-5.3,46.90245653160349,11.558928681549165,-7.9454766256064095,1024,4,11
246,Apigenin,0,-5.3,46.92773132159247,11.557221269613366,-7.966042748012365,1024,4,12
247,Apigenin,0,-5.3,48.2346874710606,10.980149764293527,-6.545854462183197,1024,4,13
248,Apigenin,0,-5.2,51.605732477687646,11.273780575062561,-1.9549606860759663,1024,4,14
249,Apigenin,0,-5.2,50.43037648403739,10.579033163357787,-3.655754552547541,1024,4,15
250,Apigenin,0,-7.9,40.0900277495524,15.43974322238909,-0.7532053155300911,1024,5,1
251,Apigenin,0,-7.1,40.049975363233756,16.139805682079068,-1.0194469027964317,1024,5,2
252,Apigenin,0,-6.8,40.251699419353436,15.47618608489386,-1.254229558875933,1024,5,3
253,Apigenin,0,-6.7,40.1024807429559,14.684317375830345,-0.5136482579804427,1024,5,4
254,Apigenin,0,-5.6,46.50295459729278,10.896934317712722,-7.8250465546227845,1024,5,5
255,Apigenin,0,-5.6,46.51602333613071,10.936383377064027,-7.856733070896003,1024,5,6
256,Apigenin,0,-5.5,47.93765035602005,10.109499915380797,-7.470604094809687,1024,5,7
257,Apigenin,0,-5.5,47.942265556654206,10.105302424866546,-7.47324653735697,1024,5,8
258,Apigenin,0,-5.4,47.69072339618866,11.992843023353464,-7.646000776885638,1024,5,9
259,Apigenin,0,-5.3,46.90452425364304,11.561781981633649,-7.946659466320686,1024,5,10
260,Apigenin,0,-5.3,47.15601974967458,11.085482778224499,-7.775711116638403,1024,5,11
261,Apigenin,0,-5.3,48.1842007189631,10.991705069879815,-6.502420478881642,1024,5,12
262,Apigenin,0,-5.2,51.62512832405868,11.261811928169664,-1.9565668988356295,1024,5,13
263,Apigenin,0,-5.2,40.825387336726166,13.976756984200346,-13.280344157676408,1024,5,14
264,Apigenin,0,-5.2,50.47594823082785,10.542416048665283,-3.659473693305797,1024,5,15
265,Apigenin,1,-7.9,40.11289448984196,15.369205711306329,-0.7234718114688631,1024,1,1
266,Apigenin,1,-7.9,40.12362057119905,15.373140815023945,-0.7383164399654654,1024,1,2
267,Apigenin,1,-7.6,39.56817322908189,16.903288264163315,-0.9670638067578492,1024,1,3
268,Apigenin,1,-7.2,40.287524330548855,14.267452605454654,-0.4306659812016931,1024,1,4
269,Apigenin,1,-7.1,40.471619071079466,14.153618878510914,-0.3560131519602132,1024,1,5
270,Apigenin,1,-6.9,40.27133859522697,15.500511928420446,-1.3123140282990648,1024,1,6
271,Apigenin,1,-6.7,40.52706785540886,13.688087880865286,0.05792145734109055,1024,1,7
272,Apigenin,1,-5.6,46.74313908289501,10.739518321027267,-7.970866188497856,1024,1,8
273,Apigenin,1,-5.6,46.743005323144715,10.73794190251184,-7.956196917216277,1024,1,9
274,Apigenin,1,-7.9,40.11188796903343,15.370025221007365,-0.7214980255645003,1024,2,1
275,Apigenin,1,-7.9,40.11491399869186,15.369715644050965,-0.7397930214194129,1024,2,2
276,Apigenin,1,-7.6,39.56850479289727,16.91234084890202,-0.965417762023736,1024,2,3
277,Apigenin,1,-7.1,40.40104869027935,14.14395013949061,-0.2800375922062481,1024,2,4
278,Apigenin,1,-7.1,40.45320959550653,14.156174975117706,-0.3542622424842227,1024,2,5
279,Apigenin,1,-6.9,40.275609866926345,15.498755333156884,-1.30557894303277,1024,2,6
280,Apigenin,1,-6.7,40.52959994197108,13.684200954012224,0.06039467074541125,1024,2,7
281,Apigenin,1,-5.6,46.74520921546103,10.732253625155993,-7.962535113703217,1024,2,8
282,Apigenin,1,-5.6,46.74293505789331,10.739245327230117,-7.964338849122553,1024,2,9
283,Apigenin,1,-7.9,40.115536834205116,15.365697903427115,-0.7267457039698686,1024,3,1
284,Apigenin,1,-7.9,40.12160027877604,15.367636714355125,-0.7415349564718348,1024,3,2
285,Apigenin,1,-7.6,39.564350282556745,16.909415122679622,-0.9551968676682514,1024,3,3
286,Apigenin,1,-7.1,40.27961971900346,14.312887954442575,-0.446092981119848,1024,3,4
287,Apigenin,1,-7.1,40.45854821383561,14.158078228956098,-0.3607353387059503,1024,3,5
288,Apigenin,1,-6.9,40.272583776852755,15.50789359744558,-1.3098657203754325,1024,3,6
