,ligand,score,COM_x,COM_y,COM_z,exhaustiveness
0,Apigenin,-7.9,40.131235950342884,15.37515464196197,-0.727292980496698,2048
1,Apigenin,-7.9,40.11258392374896,15.372876070972538,-0.7349049266921053,2048
2,Apigenin,-7.6,39.57903585848143,16.90002277111603,-1.000584654126306,2048
3,Apigenin,-7.2,40.28829202783721,14.269038189366311,-0.4249689433451043,2048
4,Apigenin,-7.2,40.29035985490032,14.260812156911296,-0.4166726679809055,2048
5,Apigenin,-6.9,40.27450370724841,15.509254700317689,-1.2996327863824408,2048
6,Apigenin,-6.1,44.19945848973829,1.404480088876386,8.221973155382983,2048
7,Apigenin,-6.1,44.20215497375136,1.4168787444379125,8.228104275333196,2048
8,Apigenin,-6.0,38.44146955650191,21.845866295573266,11.597776817164233,2048
9,Apigenin,-6.0,36.39960098240355,23.031965704257136,11.351750727546598,2048
10,Apigenin,-5.9,43.10219942775076,0.7661993043366455,8.584069639593615,2048
11,Apigenin,-5.9,41.64486064679475,0.2651748310332641,8.155516538286376,2048
12,Apigenin,-5.9,43.29150540730794,0.4783480549475412,8.638045559482673,2048
13,Apigenin,-5.9,38.436080526327686,-10.366701357045867,4.431100172954519,2048
14,Apigenin,-5.8,43.368524582392645,2.3466097539233948,8.031745247626505,2048
15,Apigenin,-5.7,41.999562728594434,-0.09876062696790944,8.719301292861418,2048
16,Apigenin,-5.7,41.65153328445407,1.815526333368064,8.964858194319598,2048
17,Apigenin,-5.7,55.2381491544425,-1.3167776311348838,2.4474776176307675,2048
18,Apigenin,-5.6,41.64648897613497,1.4146503798061112,8.977049070932788,2048
19,Apigenin,-7.9,40.1255800803575,15.367938744433358,-0.7319697420409885,8192
20,Apigenin,-7.9,40.11734735337188,15.375427656277473,-0.7309099942693005,8192
21,Apigenin,-7.6,39.58171211041064,16.898236044499303,-1.0032528529059803,8192
22,Apigenin,-7.2,40.29080448654307,14.264593271834517,-0.42146433131333977,8192
23,Apigenin,-6.9,40.27967343050371,15.510633428378911,-1.3022273450216515,8192
24,Apigenin,-6.1,44.198239005525615,1.4079996005760649,8.227682715210358,8192
25,Apigenin,-6.0,38.43988248842938,21.846939741169347,11.591456151254006,8192
26,Apigenin,-6.0,44.200751463927524,1.4475888161601946,8.20513036951046,8192
27,Apigenin,-6.0,36.459792797313426,22.972874448122827,11.360901470565553,8192
28,Apigenin,-5.9,43.11853522207055,0.7338992019196672,8.600030634660774,8192
29,Apigenin,-5.9,43.10468859273056,0.7631015681265175,8.575591160723986,8192
30,Apigenin,-5.9,41.63879073286316,0.2685060298499479,8.161503658840289,8192
31,Apigenin,-5.9,43.298036498502064,0.4711479507751039,8.64176791333899,8192
32,Apigenin,-5.9,38.434817276848314,-10.360741564962137,4.429933130612009,8192
33,Apigenin,-5.8,43.320609946871926,2.363094280235561,8.051910623194816,8192
34,Apigenin,-5.7,55.27557939808426,-1.2969690175911444,2.424869325146056,8192
35,Apigenin,-5.7,41.98451612921122,-0.10037516599917433,8.716216998680217,8192
36,Apigenin,-5.6,41.6532575319264,1.4184216763175128,8.971886498855422,8192
37,Apigenin,-7.9,40.13005642060679,15.374198186770366,-0.7343633231098744,8192
38,Apigenin,-7.9,40.12313801449675,15.378935464156685,-0.7377877485826954,8192
39,Apigenin,-7.6,39.577921795285995,16.89754126510541,-0.9935996742445512,8192
40,Apigenin,-7.2,40.28761389224722,14.26841177248856,-0.42377552686380576,8192
41,Apigenin,-7.2,40.29078409950765,14.265965692706061,-0.4193652347364168,8192
42,Apigenin,-6.9,40.27374929878531,15.508855629829466,-1.3053240341118382,8192
43,Apigenin,-6.1,44.19443313148596,1.4137297767884391,8.225197379715151,8192
44,Apigenin,-6.1,44.19682521798282,1.412872734992327,8.226367321908869,8192
45,Apigenin,-6.0,38.44047230641714,21.84232080239527,11.599435481673279,8192
46,Apigenin,-6.0,36.46108746593861,22.98535663747058,11.366199975818748,8192
47,Apigenin,-5.9,43.10705138471906,0.7650542884459409,8.581492396468384,8192
48,Apigenin,-5.9,41.6453026147753,0.26647019545858946,8.155630942694447,8192
49,Apigenin,-5.9,43.286088583960854,0.4610096421819645,8.641538767793879,8192
50,Apigenin,-5.9,38.4367131885361,-10.372585680347928,4.434357452581138,8192
51,Apigenin,-5.8,43.36181501071023,2.3406152736642927,8.038719816496018,8192
52,Apigenin,-5.7,55.275663622655046,-1.3043862315468766,2.4274133805954605,8192
53,Apigenin,-5.7,41.99688152475075,-0.038746894870267376,8.690211211820762,8192
54,Apigenin,-5.6,41.64683917183067,1.3797746136451154,8.967789423108275,8192
55,Apigenin,-7.9,40.13005642060679,15.374198186770366,-0.7343633231098744,8192
56,Apigenin,-7.9,40.11437089339419,15.373256174903311,-0.7343917930084249,8192
57,Apigenin,-7.6,39.57723041821496,16.890947555470053,-0.9851934609377304,8192
58,Apigenin,-7.2,40.28968596022588,14.269846210613599,-0.4196232996839949,8192
59,Apigenin,-6.9,40.2708182535979,15.500381343695262,-1.3000091486015877,8192
60,Apigenin,-6.1,44.19557321066096,1.4129511000534931,8.234125359992607,8192
61,Apigenin,-6.1,44.198172309783686,1.4131105316069654,8.223068503104848,8192
62,Apigenin,-6.0,38.44267145002669,21.84166092236381,11.600717585847088,8192
63,Apigenin,-6.0,36.41978111127553,23.00540442821013,11.37154353321933,8192
64,Apigenin,-5.9,43.10535492304822,0.7684510412722112,8.58165706430551,8192
65,Apigenin,-5.9,41.638739195016406,0.2679438788851788,8.164389346080858,8192
66,Apigenin,-5.9,43.29265528734015,0.4711683071849726,8.638242645101425,8192
67,Apigenin,-5.9,38.435735872715114,-10.367405501775943,4.4302056576546285,8192
68,Apigenin,-5.8,43.37623581461778,2.336256337378262,8.03010340603898,8192
69,Apigenin,-5.7,41.98948072205757,-0.10630384200077968,8.72152741985285,8192
70,Apigenin,-5.7,55.24278613166053,-1.3236885326193562,2.4508893078939207,8192
71,Apigenin,-5.6,41.660683622121574,1.4412734732426626,8.973240185786851,8192
72,Apigenin,-7.9,40.126207019009364,15.37160964289632,-0.7258982371771127,8192
73,Apigenin,-7.8,40.12458699739822,15.37255985275727,-0.7340750494473308,8192
74,Apigenin,-7.6,39.574627506858285,16.895106100250707,-0.989397343146882,8192
75,Apigenin,-7.2,40.28936460033937,14.262447183213927,-0.4231964842790283,8192
76,Apigenin,-7.2,40.28977936090804,14.269980213392394,-0.4011471659101097,8192
77,Apigenin,-6.9,40.27275390827128,15.500502731790712,-1.2911233667486115,8192
78,Apigenin,-6.1,44.199586193686734,1.4166840502711808,8.227377327721644,8192
79,Apigenin,-6.1,44.195543177491906,1.416354738686998,8.228681096616294,8192
80,Apigenin,-6.0,38.438570388855474,21.840128811711523,11.597355298382073,8192
81,Apigenin,-6.0,36.45020136574717,22.96847037366429,11.365703045098352,8192
82,Apigenin,-5.9,43.10617443274926,0.7727706998832965,8.588056133045868,8192
83,Apigenin,-5.9,41.638486149465884,0.25809555860493744,8.151255811728463,8192
84,Apigenin,-5.9,43.28879836804623,0.4747332523694328,8.642121598522563,8192
85,Apigenin,-5.9,38.439090981644384,-10.367800419121556,4.426372660404316,8192
86,Apigenin,-5.8,43.36659096427977,2.343692663875716,8.024820813072411,8192
87,Apigenin,-5.7,55.275827711874626,-1.302450503083415,2.4288101351695897,8192
88,Apigenin,-5.7,41.98606446722086,-0.09696632763508274,8.721193510713741,8192
89,Apigenin,-5.6,41.65791380946705,1.4175809136305784,8.97316382096111,8192
90,Apigenin,-7.8,40.0689225600126,15.543517044861716,-0.8245674512352851,8192
91,Apigenin,-7.8,40.12149293746898,15.378924292521505,-0.7350411936331404,8192
92,Apigenin,-7.6,39.581772245523226,16.8956810206224,-0.9856044678637385,8192
93,Apigenin,-7.2,40.28434002740797,14.266788234639687,-0.4253682720605924,8192
94,Apigenin,-7.2,40.29509016022632,14.2671114954376,-0.420005889983176,8192
95,Apigenin,-6.9,40.27279784574017,15.507203968310245,-1.3063486709540912,8192
96,Apigenin,-6.1,44.199347605139664,1.405426288387274,8.229582341251978,8192
97,Apigenin,-6.1,44.19601359454871,1.4102508570781978,8.225090154146791,8192
98,Apigenin,-6.0,38.44647061555289,21.84397010156814,11.597408911166253,8192
99,Apigenin,-6.0,36.456375801764146,22.981307703174828,11.366077943674998,8192
100,Apigenin,-5.9,43.118616192202566,0.7352273063407567,8.606213403104856,8192
101,Apigenin,-5.9,43.10788973186392,0.7663714434380071,8.578069934069978,8192
102,Apigenin,-5.9,41.6376797364015,0.25917834544714097,8.160360993060925,8192
103,Apigenin,-5.9,43.293635718075116,0.4627532904408567,8.645270763984156,8192
104,Apigenin,-5.9,38.435912509439405,-10.37262876554522,4.427638952527451,8192
105,Apigenin,-5.8,43.374734219391826,2.346481424393177,8.0340922754405,8192
106,Apigenin,-5.7,55.29552212657378,-1.3067444610896422,2.4292473006396955,8192
107,Apigenin,-5.7,41.952486015716616,-0.08045242139742001,8.679536744152331,8192
108,Apigenin,-5.6,41.64783605243307,1.427622388593134,8.977481019421694,8192
109,Baicalin,-7.2,35.424322839960155,-5.016870432772717,-8.149771634156934,2048
110,Baicalin,-7.1,42.133057608891846,1.1741662078409392,9.535084803705717,2048
