Cluster ClusterRank deltaG deltaGelec deltaGvdw deltaGligsolvnonpol deltaGligsolvpol deltaGprotsolvnonpol deltaGprotsolvpol deltaGcompsolvnonpol deltaGcompsolvpol extraFull surfFull solvFull IntraFull InterFull FullFitness SimpleFitness Energy
26 1 -7.196287 0.0 -42.5815 7.80403 -14.5175 331.081 -2696.5 329.655 -2683.32 0.0 329.655 -2683.32 3.24888 -42.5815 -2392.9976 -3.85125 -3.85125
26 2 -6.868945 0.0 -37.0563 7.81398 -13.7371 331.081 -2696.5 329.651 -2685.71 0.0 329.651 -2685.71 3.44858 -37.0563 -2389.6665 -2.17105 -2.17105
26 3 -6.8565645 0.0 -36.9122 7.8117 -13.7763 331.081 -2696.5 329.649 -2685.77 0.0 329.649 -2685.77 3.5077 -36.9122 -2389.5256 -2.17082 -2.17082
26 4 -6.8508196 0.0 -36.8522 7.81213 -13.7796 331.081 -2696.5 329.648 -2685.77 0.0 329.648 -2685.77 3.49704 -36.8522 -2389.4773 -2.17304 -2.17304
26 5 -6.8427305 0.0 -36.7697 7.8116 -13.805 331.081 -2696.5 329.647 -2685.79 0.0 329.647 -2685.79 3.52479 -36.7697 -2389.388 -2.15602 -2.15602
26 6 -6.835976 0.0 -36.7015 7.81229 -13.7841 331.081 -2696.5 329.645 -2685.76 0.0 329.645 -2685.76 3.46238 -36.7015 -2389.354 -2.15523 -2.15523
26 7 -6.977503 0.0 -40.1676 7.82365 -15.2592 331.081 -2696.5 329.624 -2684.14 0.0 329.624 -2684.14 6.13081 -40.1676 -2388.5527 -2.37812 -2.37812
27 0 -7.1567616 0.0 -40.8588 7.49626 -14.6303 331.081 -2696.5 329.509 -2685.7 0.0 329.509 -2685.7 3.95306 -40.8588 -2393.0967 -6.09045 -6.09045
28 0 -7.357913 0.0 -43.735 7.20791 -14.6542 331.081 -2696.5 329.431 -2684.89 0.0 329.431 -2684.89 6.163 -43.735 -2393.031 -5.12703 -5.12703
28 1 -7.34939 0.0 -43.6501 7.20928 -14.6559 331.081 -2696.5 329.43 -2684.88 0.0 329.43 -2684.88 6.1217 -43.6501 -2392.9783 -5.13471 -5.13471
28 2 -7.047885 0.0 -41.1006 7.15102 -15.8299 331.081 -2696.5 329.444 -2685.18 0.0 329.444 -2685.18 11.3282 -41.1006 -2385.5083 1.04763 1.04763
29 0 -7.1875033 0.0 -40.5151 7.5737 -14.436 331.081 -2696.5 329.574 -2686.52 0.0 329.574 -2686.52 4.50393 -40.5151 -2392.9573 -4.76781 -4.76781
29 1 -6.999225 0.0 -36.221 7.57015 -14.7845 331.081 -2696.5 329.603 -2690.48 0.0 329.603 -2690.48 4.52255 -36.221 -2392.5754 -4.72543 -4.72543
29 2 -6.991878 0.0 -36.1648 7.56759 -14.7937 331.081 -2696.5 329.603 -2690.46 0.0 329.603 -2690.46 4.51009 -36.1648 -2392.5117 -4.7259 -4.7259
29 3 -6.9612265 0.0 -36.36 7.37659 -14.3805 331.081 -2696.5 329.571 -2689.49 0.0 329.571 -2689.49 3.77033 -36.36 -2392.5085 -3.50808 -3.50808
29 4 -6.9511795 0.0 -36.2237 7.36955 -14.3647 331.081 -2696.5 329.57 -2689.53 0.0 329.57 -2689.53 3.67875 -36.2237 -2392.505 -3.51661 -3.51661
29 5 -6.954266 0.0 -36.2572 7.36959 -14.3661 331.081 -2696.5 329.57 -2689.53 0.0 329.57 -2689.53 3.71694 -36.2572 -2392.5002 -3.5143 -3.5143
29 6 -7.0860395 0.0 -38.3937 7.63731 -14.8836 331.081 -2696.5 329.703 -2688.69 0.0 329.703 -2688.69 5.32554 -38.3937 -2392.0552 -3.15887 -3.15887
29 7 -6.582693 0.0 -32.2501 7.67933 -14.3089 331.081 -2696.5 329.611 -2689.18 0.0 329.611 -2689.18 2.36586 -32.2501 -2389.4531 -3.71248 -3.71248
30 0 -7.15744 0.0 -40.4262 6.82049 -14.0793 331.081 -2696.5 329.358 -2686.64 0.0 329.358 -2686.64 4.88606 -40.4262 -2392.822 -0.771166 -0.771166
30 1 -7.158317 0.0 -40.4333 6.82059 -14.0761 331.081 -2696.5 329.358 -2686.64 0.0 329.358 -2686.64 4.89883 -40.4333 -2392.8164 -0.76587 -0.76587
30 2 -5.879808 0.0 -27.1194 6.64705 -14.4293 331.081 -2696.5 329.28 -2686.83 0.0 329.28 -2686.83 9.78726 -27.1194 -2374.882 12.2144 12.2144
31 0 -6.9461045 0.0 -37.4092 7.72294 -13.8786 331.081 -2696.5 329.588 -2686.61 0.0 329.588 -2686.61 2.04645 -37.4092 -2392.3848 -4.35157 -4.35157
31 1 -6.8930144 0.0 -36.9822 7.73437 -13.8928 331.081 -2696.5 329.582 -2686.39 0.0 329.582 -2686.39 1.89801 -36.9822 -2391.892 -4.38205 -4.38205
31 2 -6.754409 0.0 -35.788 7.84712 -14.1686 331.081 -2696.5 329.645 -2686.17 0.0 329.645 -2686.17 2.40394 -35.788 -2389.909 -4.1323 -4.1323
31 3 -6.72749 0.0 -35.5565 7.84855 -14.1745 331.081 -2696.5 329.644 -2686.09 0.0 329.644 -2686.09 2.36941 -35.5565 -2389.633 -3.94454 -3.94454
31 4 -6.4944286 0.0 -31.7705 7.85734 -14.443 331.081 -2696.5 329.664 -2688.42 0.0 329.664 -2688.42 4.14047 -31.7705 -2386.386 2.19349 2.19349
31 5 -6.211547 0.0 -31.6096 7.82109 -18.4826 331.081 -2696.5 329.695 -2688.19 0.0 329.695 -2688.19 9.90898 -31.6096 -2380.1956 2.27038 2.27038
32 0 -6.877475 0.0 -36.6472 7.79309 -13.9347 331.081 -2696.5 329.637 -2686.69 0.0 329.637 -2686.69 1.52006 -36.6472 -2392.1802 -5.21415 -5.21415
32 1 -7.024702 0.0 -41.4506 7.57444 -17.4467 331.081 -2696.5 329.643 -2685.53 0.0 329.643 -2685.53 10.5363 -41.4506 -2386.8013 -1.6218 -1.6218
32 2 -7.0198793 0.0 -41.403 7.57388 -17.4326 331.081 -2696.5 329.642 -2685.51 0.0 329.642 -2685.51 10.5027 -41.403 -2386.7683 -1.61911 -1.61911
32 3 -6.6184783 0.0 -34.9013 7.76151 -19.497 331.081 -2696.5 329.619 -2690.74 0.0 329.619 -2690.74 9.55804 -34.9013 -2386.4644 -0.825737 -0.825737
32 4 -6.536452 0.0 -33.7322 7.80227 -18.7581 331.081 -2696.5 329.59 -2690.36 0.0 329.59 -2690.36 9.79933 -33.7322 -2384.703 -0.704922 -0.704922
32 5 -6.503097 0.0 -33.5927 7.80969 -18.7989 331.081 -2696.5 329.59 -2690.06 0.0 329.59 -2690.06 9.92664 -33.5927 -2384.136 -0.599184 -0.599184
33 0 -7.0182595 0.0 -38.3758 7.00077 -14.2306 331.081 -2696.5 329.56 -2687.72 0.0 329.56 -2687.72 4.61702 -38.3758 -2391.9187 -3.02564 -3.02564
33 1 -7.0181556 0.0 -38.3749 7.0007 -14.2308 331.081 -2696.5 329.56 -2687.72 0.0 329.56 -2687.72 4.61707 -38.3749 -2391.9177 -3.02564 -3.02564
33 2 -7.0180593 0.0 -38.3742 7.00039 -14.2308 331.081 -2696.5 329.56 -2687.72 0.0 329.56 -2687.72 4.61794 -38.3742 -2391.9163 -3.0256 -3.0256
33 3 -7.0180593 0.0 -38.3742 7.00039 -14.2308 331.081 -2696.5 329.56 -2687.72 0.0 329.56 -2687.72 4.61794 -38.3742 -2391.9163 -3.0256 -3.0256
33 4 -7.0180593 0.0 -38.3742 7.00039 -14.2308 331.081 -2696.5 329.56 -2687.72 0.0 329.56 -2687.72 4.61794 -38.3742 -2391.9163 -3.0256 -3.0256
33 5 -6.6571207 0.0 -35.3482 7.0784 -14.1636 331.081 -2696.5 329.41 -2686.08 0.0 329.41 -2686.08 3.41747 -35.3482 -2388.6008 -1.502 -1.502
33 6 -6.061418 0.0 -28.8761 7.07441 -13.9747 331.081 -2696.5 329.489 -2686.29 0.0 329.489 -2686.29 6.94808 -28.8761 -2378.729 10.3916 10.3916
33 7 -6.3134637 0.0 -32.272 6.94329 -14.1476 331.081 -2696.5 329.557 -2685.64 0.0 329.557 -2685.64 10.4868 -32.272 -2377.8682 12.5746 12.5746
34 0 -7.3964944 0.0 -44.6175 7.60632 -16.7875 331.081 -2696.5 329.765 -2686.19 0.0 329.765 -2686.19 9.16498 -44.6175 -2391.8774 -5.86966 -5.86966
34 1 -6.9406476 0.0 -37.8451 7.78645 -15.6527 331.081 -2696.5 329.683 -2687.67 0.0 329.683 -2687.67 6.94995 -37.8451 -2388.882 -2.60539 -2.60539
34 2 -6.750234 0.0 -39.7002 7.32436 -17.4408 331.081 -2696.5 329.519 -2683.94 0.0 329.519 -2683.94 11.1262 -39.7002 -2382.9949 0.488323 0.488323
35 0 -7.3634043 0.0 -45.5921 6.79006 -16.842 331.081 -2696.5 329.895 -2685.66 0.0 329.895 -2685.66 9.65072 -45.5921 -2391.7063 -5.08139 -5.08139
35 1 -7.1834216 0.0 -43.1236 6.69253 -17.321 331.081 -2696.5 329.905 -2687.18 0.0 329.905 -2687.18 11.4668 -43.1236 -2388.9316 -3.03609 -3.03609
35 2 -7.183206 0.0 -43.1194 6.69264 -17.3182 331.081 -2696.5 329.905 -2687.18 0.0 329.905 -2687.18 11.463 -43.1194 -2388.9314 -3.03604 -3.03604
35 3 -7.1804547 0.0 -43.0949 6.69224 -17.3131 331.081 -2696.5 329.906 -2687.17 0.0 329.906 -2687.17 11.4526 -43.0949 -2388.9062 -3.02263 -3.02263
35 4 -6.3926635 0.0 -31.4689 6.65298 -15.0941 331.081 -2696.5 329.906 -2690.11 0.0 329.906 -2690.11 22.893 -31.4689 -2368.78 13.7441 13.7441
35 5 -6.2664824 0.0 -31.3675 6.67953 -17.5846 331.081 -2696.5 329.903 -2690.65 0.0 329.903 -2690.65 26.4492 -31.3675 -2365.665 14.4665 14.4665
36 0 -7.4126782 0.0 -46.3052 7.50903 -17.0195 331.081 -2696.5 329.708 -2684.14 0.0 329.708 -2684.14 9.16821 -46.3052 -2391.5688 -5.25793 -5.25793
36 1 -7.1523356 0.0 -41.3035 7.51153 -15.0041 331.081 -2696.5 329.761 -2685.68 0.0 329.761 -2685.68 6.65227 -41.3035 -2390.57 -3.70003 -3.70003
36 2 -7.1342697 0.0 -42.8529 7.49249 -19.2999 331.081 -2696.5 329.706 -2687.23 0.0 329.706 -2687.23 10.1443 -42.8529 -2390.2324 -1.58815 -1.58815
36 3 -7.2053275 0.0 -43.6251 7.50581 -17.4393 331.081 -2696.5 329.702 -2685.31 0.0 329.702 -2685.31 10.3978 -43.6251 -2388.8354 -1.80669 -1.80669
36 4 -7.1019807 0.0 -42.0074 7.62327 -16.9767 331.081 -2696.5 329.684 -2685.45 0.0 329.684 -2685.45 9.7798 -42.0074 -2387.9934 -2.48041 -2.48041
36 5 -6.747376 0.0 -38.6714 7.21716 -17.2488 331.081 -2696.5 329.689 -2685.72 0.0 329.689 -2685.72 9.86255 -38.6714 -2384.8398 0.394348 0.394348
36 6 -6.2957006 0.0 -32.6836 7.04253 -14.9506 331.081 -2696.5 329.678 -2685.55 0.0 329.678 -2685.55 11.4084 -32.6836 -2377.1472 8.28763 8.28763
37 0 -6.97123 0.0 -39.0151 6.58887 -14.0472 331.081 -2696.5 329.284 -2685.99 0.0 329.284 -2685.99 4.26817 -39.0151 -2391.453 -3.87332 -3.87332
37 1 -7.0640426 0.0 -45.8007 6.89524 -15.2908 331.081 -2696.5 329.376 -2677.93 0.0 329.376 -2677.93 5.68243 -45.8007 -2388.672 -4.24897 -4.24897
38 0 -6.646977 0.0 -32.4706 6.61295 -13.6331 331.081 -2696.5 329.228 -2690.27 0.0 329.228 -2690.27 2.53267 -32.4706 -2390.98 0.460132 0.460132
39 0 -7.28145 0.0 -42.8914 7.68609 -16.1859 331.081 -2696.5 329.724 -2686.19 0.0 329.724 -2686.19 8.38839 -42.8914 -2390.9688 -3.7678 -3.7678
39 1 -7.282074 0.0 -42.8928 7.68624 -16.1881 331.081 -2696.5 329.724 -2686.2 0.0 329.724 -2686.2 8.40074 -42.8928 -2390.9678 -3.76761 -3.76761
40 0 -7.076916 0.0 -43.2913 7.29639 -14.3887 331.081 -2696.5 329.365 -2680.48 0.0 329.365 -2680.48 4.08088 -43.2913 -2390.3254 -3.43992 -3.43992
40 1 -7.055763 0.0 -44.7071 7.01017 -15.8756 331.081 -2696.5 329.284 -2679.75 0.0 329.284 -2679.75 5.26247 -44.7071 -2389.9106 -4.65135 -4.65135
40 2 -7.0049677 0.0 -44.305 7.00896 -15.8801 331.081 -2696.5 329.253 -2679.5 0.0 329.253 -2679.5 5.35711 -44.305 -2389.195 -4.06139 -4.06139
40 3 -6.380549 0.0 -33.8298 6.91676 -16.7845 331.081 -2696.5 329.275 -2686.57 0.0 329.275 -2686.57 11.0684 -33.8298 -2380.0566 1.90193 1.90193
41 0 -6.941309 0.0 -40.3618 6.99625 -14.3003 331.081 -2696.5 329.515 -2683.4 0.0 329.515 -2683.4 4.19538 -40.3618 -2390.0513 -1.14426 -1.14426
41 1 -6.941787 0.0 -40.3819 6.99574 -14.2961 331.081 -2696.5 329.513 -2683.37 0.0 329.513 -2683.37 4.19498 -40.3819 -2390.0442 -1.1395 -1.1395
41 2 -6.9384933 0.0 -40.344 6.99584 -14.2997 331.081 -2696.5 329.514 -2683.38 0.0 329.514 -2683.38 4.18067 -40.344 -2390.0293 -1.1443 -1.1443
41 3 -7.108587 0.0 -42.9547 7.43681 -15.188 331.081 -2696.5 329.559 -2682.4 0.0 329.559 -2682.4 8.16359 -42.9547 -2387.6318 -0.01310182 -0.01310182
42 0 -6.628225 0.0 -33.4889 7.81413 -13.9912 331.081 -2696.5 329.622 -2687.5 0.0 329.622 -2687.5 1.60108 -33.4889 -2389.7659 -4.16688 -4.16688
42 1 -6.3792424 0.0 -31.9522 7.81669 -18.0068 331.081 -2696.5 329.694 -2689.93 0.0 329.694 -2689.93 11.1625 -31.9522 -2381.0256 2.65237 2.65237
43 0 -7.0178514 0.0 -41.9065 7.32521 -14.081 331.081 -2696.5 329.447 -2681.43 0.0 329.447 -2681.43 4.32072 -41.9065 -2389.5686 -4.81298 -4.81298
43 1 -7.191363 0.0 -43.8949 7.4863 -17.1532 331.081 -2696.5 329.431 -2683.99 0.0 329.431 -2683.99 8.89109 -43.8949 -2389.563 -3.81242 -3.81242
44 0 -7.0208955 0.0 -39.2436 7.7287 -16.5491 331.081 -2696.5 329.615 -2687.7 0.0 329.615 -2687.7 7.76185 -39.2436 -2389.5667 -3.2711 -3.2711
45 0 -7.1670814 0.0 -40.7451 7.65771 -17.349 331.081 -2696.5 329.759 -2688.9 0.0 329.759 -2688.9 10.5711 -40.7451 -2389.315 -1.82361 -1.82361
46 0 -6.67807 0.0 -34.6729 7.80462 -14.0478 331.081 -2696.5 329.599 -2686.52 0.0 329.599 -2686.52 3.33246 -34.6729 -2388.2612 -0.03158055 -0.03158055
46 1 -6.692044 0.0 -34.9323 7.80551 -14.1117 331.081 -2696.5 329.599 -2686.41 0.0 329.599 -2686.41 3.71686 -34.9323 -2388.0264 0.09549324 0.09549324
46 2 -6.861787 0.0 -40.2539 7.67575 -18.696 331.081 -2696.5 329.565 -2685.69 0.0 329.565 -2685.69 8.6487 -40.2539 -2387.7302 -0.800032 -0.800032
47 0 -7.179716 0.0 -43.5146 7.71979 -15.4705 331.081 -2696.5 329.616 -2682.63 0.0 329.616 -2682.63 8.82913 -43.5146 -2387.6995 2.20632 2.20632
48 0 -6.7671247 0.0 -39.7304 6.98951 -13.603 331.081 -2696.5 329.442 -2680.73 0.0 329.442 -2680.73 4.47172 -39.7304 -2386.5469 -1.11753 -1.11753
49 0 -6.499706 0.0 -34.1009 7.75131 -15.2933 331.081 -2696.5 329.62 -2685.85 0.0 329.62 -2685.85 4.42549 -34.1009 -2385.9053 -0.274524 -0.274524
50 0 -6.84961 0.0 -38.5304 6.59494 -18.8203 331.081 -2696.5 329.869 -2690.42 0.0 329.869 -2690.42 14.9249 -38.5304 -2384.1565 -0.514622 -0.514622
51 0 -6.722098 0.0 -39.6269 7.20966 -16.3493 331.081 -2696.5 329.403 -2682.5 0.0 329.403 -2682.5 9.01252 -39.6269 -2383.7112 1.67476 1.67476
51 1 -6.611135 0.0 -37.5392 7.29579 -16.5249 331.081 -2696.5 329.36 -2683.89 0.0 329.36 -2683.89 9.09663 -37.5392 -2382.9727 3.17018 3.17018
52 0 -6.701926 0.0 -36.2616 6.61587 -15.464 331.081 -2696.5 329.885 -2688.15 0.0 329.885 -2688.15 10.8539 -36.2616 -2383.6726 3.0291 3.0291
52 1 -6.3634353 0.0 -33.7031 6.79308 -16.7753 331.081 -2696.5 329.923 -2687.67 0.0 329.923 -2687.67 12.7653 -33.7031 -2378.6846 0.902235 0.902235
52 2 -6.36322 0.0 -33.7008 6.79336 -16.7757 331.081 -2696.5 329.923 -2687.67 0.0 329.923 -2687.67 12.7631 -33.7008 -2378.6846 0.902201 0.902201
52 3 -6.363066 0.0 -33.6993 6.79337 -16.7759 331.081 -2696.5 329.923 -2687.67 0.0 329.923 -2687.67 12.7618 -33.6993 -2378.6843 0.902212 0.902212
53 0 -5.998927 0.0 -26.6047 6.69949 -14.1434 331.081 -2696.5 329.322 -2689.27 0.0 329.322 -2689.27 4.20551 -26.6047 -2382.3472 5.4489 5.4489
53 1 -7.032161 0.0 -41.0817 6.73144 -17.8141 331.081 -2696.5 329.305 -2687.37 0.0 329.305 -2687.37 16.9277 -41.0817 -2382.2192 6.10026 6.10026
53 2 -5.7851095 0.0 -23.5843 6.68788 -15.9659 331.081 -2696.5 329.215 -2692.12 0.0 329.215 -2692.12 5.57361 -23.5843 -2380.9158 3.64957 3.64957
54 0 -6.4735317 0.0 -35.9923 6.95125 -15.3412 331.081 -2696.5 329.482 -2683.57 0.0 329.482 -2683.57 8.38789 -35.9923 -2381.6926 0.445044 0.445044
55 0 -6.8545985 0.0 -38.721 7.02034 -17.4817 331.081 -2696.5 329.474 -2687.6 0.0 329.474 -2687.6 15.2407 -38.721 -2381.6064 2.7418 2.7418
55 1 -6.478843 0.0 -34.1842 7.13342 -17.0368 331.081 -2696.5 329.53 -2687.94 0.0 329.53 -2687.94 16.8144 -34.1842 -2375.7798 7.2498 7.2498
55 2 -6.4817533 0.0 -34.2511 7.13572 -17.0862 331.081 -2696.5 329.53 -2687.93 0.0 329.53 -2687.93 16.8972 -34.2511 -2375.754 7.22351 7.22351
56 0 -6.5377192 0.0 -37.7769 6.93497 -17.4499 331.081 -2696.5 329.24 -2683.62 0.0 329.24 -2683.62 10.838 -37.7769 -2381.319 -1.20241 -1.20241
56 1 -6.489156 0.0 -37.8234 6.90861 -17.5419 331.081 -2696.5 329.261 -2682.92 0.0 329.261 -2682.92 10.998 -37.8234 -2380.4844 -0.286762 -0.286762
57 0 -6.4311075 0.0 -35.6986 7.30525 -17.3791 331.081 -2696.5 329.494 -2684.84 0.0 329.494 -2684.84 9.90251 -35.6986 -2381.1423 0.597085 0.597085
58 0 -6.502067 0.0 -36.9816 7.16071 -16.1727 331.081 -2696.5 329.356 -2682.82 0.0 329.356 -2682.82 9.44682 -36.9816 -2380.9988 0.359818 0.359818
58 1 -5.2763457 0.0 -23.3007 6.85391 -16.9861 331.081 -2696.5 329.274 -2685.1 0.0 329.274 -2685.1 11.6093 -23.3007 -2367.5176 11.0016 11.0016
59 0 -6.3413587 0.0 -31.761 6.93796 -16.6557 331.081 -2696.5 329.297 -2689.0 0.0 329.297 -2689.0 12.0511 -31.761 -2379.413 6.95129 6.95129
59 1 -6.3226867 0.0 -31.529 6.93603 -16.6731 331.081 -2696.5 329.301 -2689.08 0.0 329.301 -2689.08 12.0964 -31.529 -2379.2117 6.97287 6.97287
60 0 -5.802588 0.0 -27.2812 7.86694 -18.4062 331.081 -2696.5 329.675 -2688.02 0.0 329.675 -2688.02 9.26254 -27.2812 -2376.3635 3.77315 3.77315
61 0 -5.9979544 0.0 -32.5857 6.86036 -17.4652 331.081 -2696.5 329.23 -2682.94 0.0 329.23 -2682.94 10.8761 -32.5857 -2375.4197 4.72988 4.72988
62 0 -6.05403 0.0 -27.9065 7.50783 -19.6645 331.081 -2696.5 329.665 -2692.96 0.0 329.665 -2692.96 16.6174 -27.9065 -2374.584 11.5151 11.5151
63 0 -5.31961 0.0 -21.0723 6.75306 -17.9873 331.081 -2696.5 329.443 -2690.67 0.0 329.443 -2690.67 18.0576 -21.0723 -2364.2417 20.7912 20.7912
64 0 28.638172 0.0 338.085 7.76872 -16.6099 331.081 -2696.5 329.951 -2688.81 0.0 329.951 -2688.81 106.797 338.085 -1913.977 472.287 472.287
