ligand,score,COM_x,COM_y,COM_z,exhaustiveness
Naringetin,-7.4,40.116067746053645,15.294654039444339,-0.731248284760693,2048
Naringetin,-7.4,39.59943870130683,16.971722403632334,-1.0097907036814717,2048
Naringetin,-7.1,40.279890129312,15.540800027449007,-1.3702502092302047,2048
Naringetin,-6.4,40.55412440011368,13.591099852716232,0.11260587154705574,2048
Naringetin,-6.3,40.2381681851388,14.148623087509037,-0.3669654036252587,2048
Naringetin,-6.1,39.99906629950977,15.390041030322262,-0.7767582161374418,2048
Naringetin,-6.0,38.473983981625906,-10.331785177937062,4.401080011924965,2048
Naringetin,-6.0,44.195489024771085,1.3610722249820684,8.293797940124561,2048
Naringetin,-6.0,43.70934458916978,0.6668030717646112,8.560035702769927,2048
Naringetin,-6.0,38.50568865048592,21.808440423784557,11.62177578911876,2048
Naringetin,-5.9,38.88998281314371,-7.766939961779633,-5.1545461736273674,2048
Naringetin,-5.9,41.911228098197206,0.4842628758933749,8.123186915963142,2048
Naringetin,-5.8,42.55044273050339,0.52156488963292,8.654320624493552,2048
Naringetin,-5.8,41.57345187918096,1.5319470669052582,8.801157711279572,2048
Naringetin,-5.8,36.42675564974748,23.238360146716875,11.393689115188591,2048
Naringetin,-5.8,41.72139132199825,-0.4986809421206904,8.71609557729944,2048
Naringetin,-5.7,31.265891851789725,-2.346675831758931,-9.686027485397586,2048
Naringetin,-5.7,46.17931583930973,1.7128112545597298,8.96538256423328,2048
Naringetin,-5.7,43.3480356884071,2.3250807305992724,8.108504878314394,2048
Naringetin,-5.7,37.787709096340606,-5.692820309156865,6.042723575306271,2048
Naringetin,-7.4,40.1241320759535,15.291695619658444,-0.7325044247068029,8192
Naringetin,-7.4,39.60984800163784,16.966471147130203,-1.0015463504651707,8192
Naringetin,-7.1,40.27715207549601,15.554123257317404,-1.3907361956131616,8192
Naringetin,-6.4,40.55496926806706,13.58945730339752,0.11369235518849499,8192
Naringetin,-6.3,40.241445314827935,14.149855318862432,-0.36572819094774367,8192
Naringetin,-6.1,40.00103623867892,15.391724238581034,-0.7796947971764621,8192
Naringetin,-6.0,38.471982908896024,-10.338640289412131,4.401664140857431,8192
